  goal points   
      X        Y       Z      TBP      
0.44999995827674866 1.0344189949051952e-09 0.13250000774860382 0.1388888955116272
0.44992366433143616 0.001742929220199585 0.1314997375011444 0.1388888955116272
0.4496957063674927 0.0034725917503237724 0.130499467253685 0.1388888955116272
0.4493178427219391 0.005175822414457798 0.12949919700622559 0.1388888955116272
0.448792964220047 0.006839658133685589 0.12849892675876617 0.1388888955116272
0.44812506437301636 0.008451434783637524 0.12749865651130676 0.1388888955116272
0.4473192095756531 0.009998882189393044 0.12649840116500854 0.1388888955116272
0.446381539106369 0.01147022470831871 0.12549813091754913 0.1388888955116272
0.44531917572021484 0.012854261323809624 0.12449786067008972 0.1388888955116272
0.4441401958465576 0.014140457846224308 0.12349759787321091 0.1388888955116272
0.4428535997867584 0.01531902328133583 0.1224973276257515 0.1388888955116272
0.4414691925048828 0.01638098992407322 0.12149705737829208 0.1388888955116272
0.43999743461608887 0.017318271100521088 0.12049679458141327 0.1388888955116272
0.43844959139823914 0.018123731017112732 0.11949652433395386 0.1388888955116272
0.43683743476867676 0.018791241571307182 0.11849626153707504 0.1388888955116272
0.4351731836795807 0.019315719604492188 0.11749599128961563 0.1388888955116272
0.4334695637226105 0.019693171605467796 0.11649572104215622 0.1388888955116272
0.4317395091056824 0.019920723512768745 0.1154954582452774 0.1388888955116272
0.42999616265296936 0.0199966449290514 0.114495187997818 0.1388888955116272
0.42825284600257874 0.01992035284638405 0.11349492520093918 0.1388888955116272
0.42652279138565063 0.019692428410053253 0.11249465495347977 0.1388888955116272
0.4248191714286804 0.019314603880047798 0.11149438470602036 0.1388888955116272
0.42315492033958435 0.018789753317832947 0.11049412190914154 0.1388888955116272
0.421542763710022 0.01812187023460865 0.10949385166168213 0.1388888955116272
0.41999492049217224 0.01731603592634201 0.10849358141422272 0.1388888955116272
0.4185231626033783 0.016378382220864296 0.1074933186173439 0.1388888955116272
0.4171387255191803 0.015316043980419636 0.10649304836988449 0.1388888955116272
0.4158521294593811 0.014137106016278267 0.10549278557300568 0.1388888955116272
0.41467317938804626 0.012850536964833736 0.10449251532554626 0.1388888955116272
0.4136108160018921 0.011466126888990402 0.10349224507808685 0.1388888955116272
0.41267314553260803 0.00999441184103489 0.10249198228120804 0.1388888955116272
0.41186729073524475 0.008446591906249523 0.10149171203374863 0.1388888955116272
0.4111993610858917 0.006834443658590317 0.10049144923686981 0.1388888955116272
0.41067448258399963 0.005170235875993967 0.0994911789894104 0.1388888955116272
0.41029664874076843 0.0034666324499994516 0.09849090874195099 0.1388888955116272
0.41006869077682495 0.0017365979729220271 0.09749064594507217 0.1388888955116272
0.40999236702919006 -6.703060535073746e-06 0.09649037569761276 0.1388888955116272
0.4100682735443115 -0.0017500038957223296 0.09549011290073395 0.1388888955116272
0.4102957844734192 -0.0034800388384610415 0.09448984265327454 0.1388888955116272
0.41067323088645935 -0.005183642730116844 0.09348957240581512 0.1388888955116272
0.411197692155838 -0.006847850512713194 0.09248930960893631 0.1388888955116272
0.4118651747703552 -0.008459999226033688 0.0914890393614769 0.1388888955116272
0.4126706123352051 -0.010007821023464203 0.09048877656459808 0.1388888955116272
0.4136078655719757 -0.011479536071419716 0.08948850631713867 0.1388888955116272
0.41466978192329407 -0.01286394614726305 0.08848823606967926 0.1388888955116272
0.41584834456443787 -0.014150516130030155 0.08748797327280045 0.1388888955116272
0.41713452339172363 -0.015329460613429546 0.08648770302534103 0.1388888955116272
0.4185185134410858 -0.016391796991229057 0.08548743277788162 0.1388888955116272
0.41998985409736633 -0.01732945255935192 0.08448716998100281 0.1388888955116272
0.42153728008270264 -0.01813528686761856 0.0834868997335434 0.1388888955116272
0.4231490194797516 -0.018803169950842857 0.08248663693666458 0.1388888955116272
0.42481282353401184 -0.01932802051305771 0.08148636668920517 0.1388888955116272
0.42651602625846863 -0.019705846905708313 0.08048609644174576 0.1388888955116272
0.4282456636428833 -0.01993377134203911 0.07948583364486694 0.1388888955116272
0.4299885630607605 -0.020010067149996758 0.07848556339740753 0.1388888955116272
0.4317314922809601 -0.019934147596359253 0.07748530060052872 0.1388888955116272
0.43346112966537476 -0.019706597551703453 0.0764850303530693 0.1388888955116272
0.43516433238983154 -0.019329143688082695 0.0754847601056099 0.1388888955116272
0.4368281364440918 -0.01880466751754284 0.07448449730873108 0.1388888955116272
0.43843987584114075 -0.018137158825993538 0.07348422706127167 0.1388888955116272
0.43998730182647705 -0.017331698909401894 0.07248396426439285 0.1388888955116272
0.4414586126804352 -0.016394417732954025 0.07148369401693344 0.1388888955116272
0.44284263253211975 -0.01533245574682951 0.07048342376947403 0.1388888955116272
0.4441288113594055 -0.014153889380395412 0.06948316097259521 0.1388888955116272
0.44530734419822693 -0.012867692857980728 0.0684828907251358 0.1388888955116272
0.4463692903518677 -0.01148365717381239 0.06748262792825699 0.1388888955116272
0.4473065435886383 -0.010012315586209297 0.06648235768079758 0.1388888955116272
0.44811198115348816 -0.008464868180453777 0.06548208743333817 0.1388888955116272
0.44877949357032776 -0.006853093393146992 0.06448182463645935 0.1388888955116272
0.44930392503738403 -0.0051892586052417755 0.06348155438899994 0.1388888955116272
0.4496813714504242 -0.00348602794110775 0.062481287866830826 0.1388888955116272
0.44990888237953186 -0.001756366342306137 0.06148102134466171 0.1388888955116272
0.4499847888946533 8.657725993543863e-05 0.060480743646621704 0.11999999731779099
0.4499847888946533 0.00018657726468518376 0.060480743646621704 0.11999999731779099
0.4499847888946533 0.0002865772694349289 0.060480743646621704 0.12000002712011337
0.4499847888946533 0.00038657724508084357 0.060480743646621704 0.1199999749660492
0.4499847888946533 0.00048657727893441916 0.060480743646621704 0.12000004202127457
0.4499847888946533 0.0005865772836841643 0.060480743646621704 0.12000001221895218
0.4499847888946533 0.0006865772302262485 0.060480743646621704 0.11999993771314621
0.4499847888946533 0.0007865772349759936 0.060480743646621704 0.12000001221895218
