#G(0/1) F(m/min)      X(m)        Y(m)        Z(m)       E(mm)     Rx        Ry          Rz       seg#
1 0.05002947025947264 0.005033972433677117 0.008435039178197663 3.530653448731055e-05 0.43885714 2.92168065 0.0 0.0 0
1 0.05003129977366745 0.005033975090530518 0.008535101777114478 3.5317448892479924e-05 0.44408163 2.91906265 0.0 0.0 0
1 0.050032819378284764 0.005033977686255997 0.008635167415253888 3.532825514802048e-05 0.44930612 2.91644465 0.0 0.0 0
1 0.0500336667637972 0.005033980220764001 0.008735234748176763 3.5338960349638374e-05 0.45453061 2.91382665 0.0 0.0 0
1 0.050033540844061024 0.005033982664165252 0.00883530182927514 3.534954610326679e-05 0.4597551 2.91120865 0.0 0.0 0
1 0.050032307967970646 0.005033984957079529 0.008935366444642196 3.5359966896618216e-05 0.46497959 2.90859065 0.0 0.0 0
1 0.050030149380972014 0.00503398701899387 0.009035426742864075 3.5370156431539836e-05 0.47020408 2.90597265 0.0 0.0 0
1 0.050027698631501236 0.005033988761730741 0.00913548213962373 3.5380040177625336e-05 0.47542857 2.90335465 0.0 0.0 0
1 0.050026067507628925 0.005033990101288685 0.009235534274178189 3.538954876378147e-05 0.48065306 2.90073665 0.0 0.0 0
1 0.05002665945474867 0.005033990961335985 0.009335587592672267 3.539862557191518e-05 0.48587755 2.89811865 0.0 0.0 0
1 0.050030668390944714 0.005033991272904984 0.009435648929083806 3.540722897662142e-05 0.49110204 2.89550065 0.0 0.0 0
1 0.050038332998888 0.005033990987089751 0.009535725594752575 3.54153388441468e-05 0.49632653 2.89288265 0.0 0.0 0
1 0.050048262163859165 0.005033990116479515 0.009635822118784984 3.542297827200361e-05 0.50155102 2.89026465 0.0 0.0 0
1 0.05005732501186945 0.005033988797809082 0.009735936768536086 3.543024815723067e-05 0.50677551 2.88764665 0.0 0.0 0
1 0.05006151679383373 0.0050339873345389505 0.009836059801861145 3.543735062983562e-05 0.512 2.88502865 0.0 0.0 0
1 0.05005771598878757 0.005033986165198278 0.009936175233571745 3.544456792521667e-05 0.51722449 2.88241065 0.0 0.0 0
1 0.05004551421066413 0.005033985736797476 0.010036266261702467 3.545218307803389e-05 0.52244898 2.87979265 0.0 0.0 0
1 0.05002792505841107 0.005033986329884359 0.010136322111482526 3.54603707772025e-05 0.52767347 2.87717465 0.0 0.0 0
1 0.05001026786221911 0.005033987931275503 0.010236342646811634 3.54691182319372e-05 0.53289796 2.87455665 0.0 0.0 0
1 0.04999771460737856 0.005033990234196441 0.010336338075585084 3.5478226138308134e-05 0.53812245 2.87193865 0.0 0.0 0
1 0.049992966863614145 0.005033992768336824 0.01043632400886013 3.548739138350543e-05 0.54334694 2.86932065 0.0 0.0 0
1 0.04999543580103815 0.0050339950830754245 0.0105363148800365 3.549632310695111e-05 0.54857143 2.86670265 0.0 0.0 0
1 0.0500022034830851 0.00503399688578939 0.010636319286624585 3.550483018911731e-05 0.55379592 2.86408465 0.0 0.0 0
1 0.05000987855596768 0.005033998081639184 0.010736339043408143 3.551284632102198e-05 0.55902041 2.86146665 0.0 0.0 0
1 0.05001612820876984 0.005033998727549303 0.010836371299538343 3.55204007528331e-05 0.5642449 2.85884865 0.0 0.0 0
1 0.0500202140220748 0.005033998951754279 0.01093641172732555 3.5527567257154065e-05 0.56946939 2.85623065 0.0 0.0 0
1 0.05002263332681035 0.005033998886320376 0.011036456993744365 3.5534421319804595e-05 0.57469388 2.85361265 0.0 0.0 0
1 0.05002437900176578 0.005033998632652522 0.011136505751530086 3.554101822301697e-05 0.57991837 2.85099465 0.0 0.0 0
1 0.0500262786757991 0.005033998255224185 0.011236558308678144 3.554738899896499e-05 0.58514286 2.84837665 0.0 0.0 0
1 0.050028629327497985 0.005033997788909121 0.011336615567142681 3.5553544976958096e-05 0.59036735 2.84575865 0.0 0.0 0
1 0.050031147314378334 0.005033997247252785 0.011436677861593789 3.555948289239415e-05 0.59559184 2.84314065 0.0 0.0 0
1 0.05003316669186207 0.005033996625535771 0.011536744194813025 3.5565186640631365e-05 0.60081633 2.84052265 0.0 0.0 0
1 0.05003401672124905 0.005033995895695873 0.01163681222810515 3.5570623775274204e-05 0.60604082 2.83790465 0.0 0.0 0
1 0.050033413623316564 0.0050339949942403255 0.011736879055217062 3.557573744565181e-05 0.61126531 2.83528665 0.0 0.0 0
1 0.05003166516760821 0.005033993809417002 0.011836942385434868 3.558043777996276e-05 0.6164898 2.83266865 0.0 0.0 0
1 0.05002958302651261 0.005033992176719547 0.011937001551388061 3.5584598631533995e-05 0.62171429 2.83005065 0.0 0.0 0
1 0.05002811268752688 0.005033989894425624 0.012037057776676954 3.558806747648218e-05 0.62693878 2.82743265 0.0 0.0 0
1 0.050027868476225715 0.005033986766523051 0.012137113513546047 3.5590693688750515e-05 0.63216327 2.82481465 0.0 0.0 0
1 0.05002884264047547 0.005033982666696638 0.012237171198728934 3.559237172313537e-05 0.63738776 2.82219665 0.0 0.0 0
1 0.050030454448705415 0.005033977599728098 0.012337232107495514 3.55930843137465e-05 0.64261225 2.81957865 0.0 0.0 0
1 0.05003190216411557 0.005033971728309955 0.01243729591165136 3.559292463453675e-05 0.64783674 2.81696065 0.0 0.0 0
1 0.05003260653477687 0.005033965344261087 0.012537361124513723 3.559208242723012e-05 0.65306122 2.81434265 0.0 0.0 0
1 0.05003248812008832 0.005033958790764787 0.012637426100531032 3.559079632774512e-05 0.65828571 2.81172465 0.0 0.0 0
1 0.05003194455328025 0.005033952369263484 0.012737489989420245 3.558929252051221e-05 0.6635102 2.80910665 0.0 0.0 0
1 0.05003158343855595 0.005033946271943976 0.012837553156099484 3.5587736086064914e-05 0.66873469 2.80648865 0.0 0.0 0
1 0.0500318913708212 0.005033940563614462 0.012937616938666699 3.55862120885609e-05 0.67395918 2.80387065 0.0 0.0 0
1 0.050033016798657494 0.005033935208664135 0.013037682972109846 3.5584736161909586e-05 0.67918367 2.80125265 0.0 0.0 0
1 0.05003475374065334 0.005033930119085352 0.013137752479451146 3.558328112625821e-05 0.68440816 2.79863465 0.0 0.0 0
1 0.05003668700435799 0.0050339251975840636 0.013237825853327936 3.558180352573629e-05 0.68963265 2.79601665 0.0 0.0 0
1 0.05003838608424198 0.005033920361146934 0.013337902625367649 3.5580259900358215e-05 0.69485714 2.79339865 0.0 0.0 0
1 0.05003954632692015 0.005033915544105988 0.013437981717891973 3.5578610658479015e-05 0.70008163 2.79078065 0.0 0.0 0
1 0.05004002659212631 0.0050339106877691575 0.013538061770942283 3.557681457442369e-05 0.70530612 2.78816265 0.0 0.0 0
1 0.05003980990786903 0.005033905725753106 0.013638141390615107 3.557481865133403e-05 0.71053061 2.78554465 0.0 0.0 0
1 0.0500389738508952 0.005033900573564946 0.013738219338158525 3.557254830908036e-05 0.7157551 2.78292665 0.0 0.0 0
1 0.050037715775440285 0.005033895129750905 0.01383829476952638 3.556990301027121e-05 0.72097959 2.78030865 0.0 0.0 0
1 0.05003637876825976 0.005033889293143326 0.013938367526843399 3.5566762018481875e-05 0.72620408 2.77769065 0.0 0.0 0
1 0.0500353671669846 0.005033882993993962 0.014038438260908476 3.556300203696009e-05 0.73142857 2.77507265 0.0 0.0 0
1 0.05003492763607498 0.005033876227670805 0.014138508115851626 3.555852290728113e-05 0.73665306 2.77245465 0.0 0.0 0
1 0.050034941653059446 0.005033869074022933 0.014238577998764292 3.5553272088694284e-05 0.74187755 2.76983665 0.0 0.0 0
1 0.05003494194310453 0.0050338616888018295 0.0143386478821972 3.554725694342537e-05 0.74710204 2.76721865 0.0 0.0 0
1 0.05003441179016352 0.005033854266614176 0.014438716705276737 3.554053846295729e-05 0.75232653 2.76460065 0.0 0.0 0
1 0.05003316239339296 0.0050338469903907735 0.014538783029530551 3.5533208943122895e-05 0.75755102 2.76198265 0.0 0.0 0
1 0.05003149188802234 0.005033839989629321 0.014638846012754158 3.552536378801546e-05 0.76277551 2.75936465 0.0 0.0 0
1 0.05002991117801869 0.005033833323198761 0.014738905834545114 3.55170787134398e-05 0.768 2.75674665 0.0 0.0 0
1 0.050028633874008584 0.005033826987607169 0.014838963101715948 3.550839752076025e-05 0.77322449 2.75412865 0.0 0.0 0
1 0.05002708129230344 0.005033820940043958 0.014939017263707055 3.5499331586156536e-05 0.77844898 2.75151065 0.0 0.0 0
1 0.05002377703560602 0.005033815121403657 0.015039064817161172 3.548986474464716e-05 0.78367347 2.74889265 0.0 0.0 0
1 0.05001677336624977 0.005033809471570644 0.015139098363243848 3.547996081760204e-05 0.78889796 2.74627465 0.0 0.0 0
1 0.05000462517691456 0.00503380393764841 0.015239107612905126 3.546957338796262e-05 0.79412245 2.74365665 0.0 0.0 0
1 0.04998781746010966 0.005033798481754034 0.015339083247080833 3.545866012778799e-05 0.79934694 2.74103865 0.0 0.0 0
1 0.04997003460468755 0.0050337930937274875 0.0154390233154881 3.5447201734331356e-05 0.80457143 2.73842065 0.0 0.0 0
1 0.04995819107658943 0.00503378780678097 0.015538939696782888 3.543521913182388e-05 0.80979592 2.73580265 0.0 0.0 0
1 0.049960277616843886 0.0050337827059284005 0.015638860251111775 3.542277736050157e-05 0.81502041 2.73318465 0.0 0.0 0
1 0.04998131386460076 0.0050337779172436505 0.01573882287790548 3.5409967302176196e-05 0.8202449 2.73056665 0.0 0.0 0
1 0.05001948052914397 0.005033773574491578 0.01583886183801195 3.539686849361213e-05 0.82546939 2.72794865 0.0 0.0 0
1 0.050065275249395864 0.005033769774654908 0.01593899238754758 3.5383510158628066e-05 0.83069388 2.72533065 0.0 0.0 0
1 0.050105080104460104 0.005033766544577906 0.016039202546773632 3.5369851711888537e-05 0.83591837 2.72271265 0.0 0.0 0
1 0.05012748030092023 0.005033763837340585 0.016139457506353243 3.535579333925013e-05 0.84114286 2.72009465 0.0 0.0 0
1 0.05012847375087105 0.00503376156017673 0.01623971445276839 3.534120938587259e-05 0.84636735 2.71747665 0.0 0.0 0
1 0.05011240312531837 0.005033759617792658 0.01633993925784398 3.532598555952911e-05 0.85159184 2.71485865 0.0 0.0 0
1 0.05008850552385048 0.005033757948541943 0.01644011626760913 3.531004258821002e-05 0.85681633 2.71224065 0.0 0.0 0
1 0.05006582283634962 0.00503375653897783 0.01654024791187888 3.529334011722167e-05 0.86204082 2.70962265 0.0 0.0 0
1 0.05004966410171564 0.005033755416873187 0.01664034723855079 3.527586587763006e-05 0.86726531 2.70700465 0.0 0.0 0
1 0.050041003102592886 0.005033754633141309 0.0167404292430897 3.52576199374722e-05 0.8724898 2.70438665 0.0 0.0 0
1 0.050038033418059465 0.005033754244324712 0.016840505308118016 3.5238601943558506e-05 0.87771429 2.70176865 0.0 0.0 0
1 0.05003820599222295 0.005033754302091652 0.01694058171814424 3.5218804473548914e-05 0.88293878 2.69915065 0.0 0.0 0
1 0.050039549276683463 0.005033754850084755 0.017040660814577464 3.519821164304046e-05 0.88816327 2.69653265 0.0 0.0 0
1 0.0500410279836934 0.005033755925174888 0.017140742868248758 3.517680044646882e-05 0.89338776 2.69391465 0.0 0.0 0
1 0.05004234239099761 0.0050337575601956735 0.017240827550542494 3.515454286514351e-05 0.89861225 2.69129665 0.0 0.0 0
1 0.05004353752401019 0.005033759786449191 0.017340914622891966 3.513140797329205e-05 0.90383674 2.68867865 0.0 0.0 0
1 0.050044718587754694 0.005033762635043079 0.017441004057138575 3.510736240299651e-05 0.90906123 2.68606065 0.0 0.0 0
1 0.05004586023973587 0.005033766137791418 0.017541095774436827 3.5082371228452696e-05 0.91428572 2.68344265 0.0 0.0 0
1 0.05004677216435299 0.005033770327458459 0.01764118931530796 3.505639800569071e-05 0.9195102 2.68082465 0.0 0.0 0
1 0.05004719690013614 0.005033775237970532 0.01774128370534806 3.502940484935167e-05 0.92473469 2.67820665 0.0 0.0 0
1 0.05004694755512564 0.005033780904543609 0.01784137759636692 3.500135245719952e-05 0.92995918 2.67558865 0.0 0.0 0
1 0.050046053596491974 0.0050337873637551645 0.017941469699106094 3.497220008478038e-05 0.93518367 2.67297065 0.0 0.0 0
1 0.050044816133285326 0.005033794653593425 0.018041559326522492 3.494190549509759e-05 0.94040816 2.67035265 0.0 0.0 0
1 0.05004371955620048 0.005033802813486383 0.018141646760351453 3.491042488786125e-05 0.94563265 2.66773465 0.0 0.0 0
1 0.0500432403427058 0.005033811884320607 0.018241733235280045 3.4877712819816585e-05 0.95085714 2.66511665 0.0 0.0 0
1 0.05004367090792429 0.005033821908466285 0.01834182057082212 3.484372213155043e-05 0.95608163 2.66249865 0.0 0.0 0
1 0.050045052853672924 0.0050338329298194925 0.018441910669691385 3.480840388895892e-05 0.96130612 2.65988065 0.0 0.0 0
1 0.05004721126948975 0.005033844993859371 0.018542005084776443 3.4771707150917355e-05 0.96653061 2.65726265 0.0 0.0 0
1 0.050049809417297905 0.005033858147554209 0.018642104695486335 3.473358183528466e-05 0.9717551 2.65464465 0.0 0.0 0
1 0.050052366428293936 0.005033872438451823 0.018742209419496662 3.469399805337591e-05 0.97697959 2.65202665 0.0 0.0 0
1 0.05005428293702786 0.005033887911600152 0.01884231797578541 3.465301361689836e-05 0.98220408 2.64940865 0.0 0.0 0
1 0.050054922098095256 0.005033904604327694 0.018942427809714574 3.461085897657099e-05 0.98742857 2.64679065 0.0 0.0 0
1 0.05005377636548708 0.0050339225293647 0.019042535351783955 3.456827605979434e-05 0.99265306 2.64417265 0.0 0.0 0
1 0.05005064718046801 0.005033941640515921 0.019142636635882965 3.452717584279323e-05 0.99787755 2.64155465 0.0 0.0 0
1 0.050045634674475946 0.005033961773763962 0.0192427278969233 3.4491709068171575e-05 1.00310204 2.63893665 0.0 0.0 0
1 0.05003898846882428 0.005033982560649552 0.019342805869297267 3.446976928546145e-05 1.00832653 2.63631865 0.0 0.0 0
1 0.05003095704709289 0.005034003336502013 0.019442867781131048 3.44743217317172e-05 1.01355102 2.63370065 0.0 0.0 0
1 0.050021975724024316 0.005034023087897493 0.01954291171848458 3.4523617007368274e-05 1.01877551 2.63108265 0.0 0.0 0
1 0.05001313364111961 0.005034040505291189 0.01964293791767512 3.4639023016397644e-05 1.024 2.62846465 0.0 0.0 0
1 0.05000659134403633 0.005034054180806667 0.019742950897344628 3.484007525932717e-05 1.02922449 2.62584665 0.0 0.0 0
1 0.05000534811779858 0.005034062926508082 0.01984296114980173 3.513788141944159e-05 1.03444898 2.62322865 0.0 0.0 0
1 0.05001216608557458 0.005034066103917686 0.019942984714628798 3.552966640334887e-05 1.03967347 2.62061065 0.0 0.0 0
1 0.05002811134545879 0.005034063817668727 0.02004303984393876 3.5997419237513684e-05 1.04489796 2.61799265 0.0 0.0 0
1 0.20099175200484895 0.005034056876867936 0.02009320171012318 0.00012322173223281853 1.05012864 2.61799265 0.0 0.0 0
1 0.20106812389242792 0.005034046544917822 0.020143417458608752 0.00021044910691346124 1.05535933 2.61799265 0.0 0.0 0
1 0.20108873275849595 0.00503403419836609 0.020193683831430016 0.0002976692753448674 1.06059001 2.61799265 0.0 0.0 0
1 0.20105790394169168 0.0050340210389310525 0.020243988196079667 0.00038483966791722033 1.06582069 2.61799265 0.0 0.0 0
1 0.20098440400153267 0.0050340079396043545 0.020294312162642453 0.0004719663091554758 1.07105138 2.61799265 0.0 0.0 0
1 0.2008796633559626 0.0050339954247924455 0.02034463608061211 0.000559022373508025 1.07628206 2.61799265 0.0 0.0 0
1 0.20075468962732834 0.005033983732066056 0.020394932828514362 0.0006460261298033434 1.08151274 2.61799265 0.0 0.0 0
1 0.20062048245512562 0.005033972903147902 0.02044521004618882 0.000732959331929477 1.08674342 2.61799265 0.0 0.0 0
1 0.20048650251379774 0.00503396286954112 0.020495450746022825 0.0008198462070152712 1.09197411 2.61799265 0.0 0.0 0
1 0.20036087223720223 0.005033953519140932 0.02054565276356106 0.0009066727779469588 1.09720479 2.61799265 0.0 0.0 0
1 0.20024924960254192 0.005033944736799046 0.020595817648428136 0.0009934662907427503 1.10243547 2.61799265 0.0 0.0 0
1 0.20015547714880283 0.005033936421032916 0.02064594947123782 0.001080214681154012 1.10766616 2.61799265 0.0 0.0 0
1 0.20008126833782316 0.005033928483057213 0.020696053774184393 0.0011669460766618278 1.11289684 2.61799265 0.0 0.0 0
1 0.2000268733673269 0.005033920840204985 0.02074613673994432 0.001253648347406305 1.11812752 2.61799265 0.0 0.0 0
1 0.19999089311944407 0.005033913414646918 0.020796204512184845 0.0013403485949125612 1.12335821 2.61799265 0.0 0.0 0
1 0.1999707122961159 0.005033906136656773 0.020846262619377914 0.0014270327583497946 1.12858889 2.61799265 0.0 0.0 0
1 0.1999629209117296 0.005033898948670746 0.020896315592363927 0.001513725381147827 1.13381957 2.61799265 0.0 0.0 0
1 0.19996376635079577 0.005033891809373254 0.02094636675754568 0.0016004095381884481 1.13905026 2.61799265 0.0 0.0 0
1 0.19996989185455316 0.005033884691863827 0.020996418284925537 0.0016871070251991973 1.14428094 2.61799265 0.0 0.0 0
